Unique Identifier,Product,What is your gender? - label,What is your gender? - value,What is your age group? - label,What is your age group? - value,How much do you like or dislike the PACKAGING for this product? - label,How much do you like or dislike the PACKAGING for this product? - value,In scale 1-10 how much do you think this description match with the product PACKAGING - FUN,In scale 1-10 how much do you think this description match with the product PACKAGING - CONVENIENT,In scale 1-10 how much do you think this description match with the product PACKAGING - FAMILIAR,In scale 1-10 how much do you think this description match with the product PACKAGING - CHEAP,In scale 1-10 how much do you think this description match with the product PACKAGING - BORING,In scale 1-10 how much do you think this description match with the product PACKAGING - INDIFFERENT,In scale 1-10 how much do you think this description match with the product PACKAGING - PLAIN,In scale 1-10 how much do you think this description match with the product PACKAGING - PREMIUM,"Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - label","Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - value",Open the packaging. How much do you like or dislike the APPEARANCE of the products? - label,Open the packaging. How much do you like or dislike the APPEARANCE of the products? - value,How would you rate the AMOUNT OF SEASONING of the products? - label,How would you rate the AMOUNT OF SEASONING of the products? - value,Taste the products. How do you like the products OVERALL? - label,Taste the products. How do you like the products OVERALL? - value,How much do you like or dislike the FLAVOR of the products? - label,How much do you like or dislike the FLAVOR of the products? - value,How would you rate the FLAVOR of the products? - label,How would you rate the FLAVOR of the products? - value,How much do you like or dislike the TEXTURE of the products? - label,How much do you like or dislike the TEXTURE of the products? - value,How much do you like or dislike the AFTERTASTE of the products? - label,How much do you like or dislike the AFTERTASTE of the products? - value,"Now that you have tasted the products, how likely would you be to re-purchase the products? - label","Now that you have tasted the products, how likely would you be to re-purchase the products? - value"
100598,A,Female,2,45-55,4,Like Moderately (7),7,8,8,7,3,1,2,8,7,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Probably would purchase (4),4
100599,A,Female,2,35-44,3,Like Moderately (7),7,7,8,7,4,3,6,7,3,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Might or might not purchase (3),3
100600,A,Female,2,18-34,2,Like Moderately (7),7,5,8,8,3,2,2,3,7,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100601,A,Female,2,18-34,2,Like Very Much (8),8,7,8,8,3,2,4,8,3,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100602,A,Male,1,18-34,2,Like Moderately (7),7,7,8,8,2,3,3,3,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100603,A,Female,2,35-44,3,Like Very Much (8),8,5,8,6,3,1,3,3,6,Might or might not purchase (3),3,Like Very Much (8),8,Somewhat too much (4),4,Dislike Very Much (2),2,Dislike Very Much (2),2,Much too strong (5),5,Like Moderately (7),7,Dislike Very Much (2),2,Definitely would not purchase (1),1
100604,A,Female,2,18-34,2,Like Moderately (7),7,2,6,4,7,5,8,5,5,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Might or might not purchase (3),3
100605,A,Female,2,18-34,2,Like Extremely (9),9,5,3,5,2,4,6,4,8,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too much (4),4,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100606,A,Male,1,18-34,2,Like Extremely (9),9,7,6,8,6,2,2,4,6,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100607,A,Female,2,45-55,4,Like Extremely (9),9,8,3,5,2,6,3,3,7,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100608,A,Female,2,35-44,3,Dislike Slightly (4),4,6,7,5,6,6,7,5,8,Probably would not purchase (2),2,Like Slightly (6),6,Somewhat too much (4),4,Dislike Slightly (4),4,Dislike Slightly (4),4,Slightly too strong (4),4,Dislike Slightly (4),4,Like Moderately (7),7,,
100609,A,Female,2,45-55,4,Like Extremely (9),9,5,8,5,4,2,8,4,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100610,A,Female,2,35-44,3,Like Extremely (9),9,8,7,6,5,3,2,3,3,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100611,A,Female,2,18-34,2,Like Slightly (6),6,6,7,5,7,3,3,5,5,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100612,A,Female,2,35-44,3,Like Very Much (8),8,8,7,8,5,5,5,1,4,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too much (4),4,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100613,A,Female,2,18-34,2,Like Extremely (9),9,5,5,7,3,1,7,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100614,A,Female,2,35-44,3,Like Moderately (7),7,8,8,7,3,2,2,6,5,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100615,A,Female,2,18-34,2,Like Slightly (6),6,6,4,4,6,3,3,8,4,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100616,A,Female,2,35-44,3,Dislike Slightly (4),4,8,5,8,3,3,6,5,5,Might or might not purchase (3),3,Dislike Slightly (4),4,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,,
100617,A,Female,2,18-34,2,Like Very Much (8),8,6,6,8,3,3,3,6,7,Probably would purchase (4),4,Dislike Slightly (4),4,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Like Very Much (8),8,Probably would purchase (4),4
100618,A,Female,2,35-44,3,Like Very Much (8),8,8,7,8,5,2,3,3,2,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100619,A,Female,2,45-55,4,Dislike Slightly (4),4,3,6,8,7,7,7,8,2,Probably would not purchase (2),2,Like Moderately (7),7,Somewhat too little (2),2,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100620,A,Female,2,35-44,3,Like Very Much (8),8,3,8,8,3,3,3,3,6,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Definitely would purchase (5),5
100621,A,Female,2,35-44,3,Like Moderately (7),7,8,5,7,2,3,5,3,5,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100622,A,Male,1,35-44,3,Neither Like nor Dislike (5),5,3,8,3,7,8,8,3,3,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Somewhat too much (4),4,Dislike Slightly (4),4,Like Moderately (7),7,Slightly too strong (4),4,Like Moderately (7),7,Dislike Slightly (4),4,,
100623,A,Female,2,35-44,3,Like Moderately (7),7,8,6,8,2,3,3,3,4,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100624,A,Female,2,35-44,3,Like Very Much (8),8,8,7,5,3,3,4,3,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Definitely would purchase (5),5
100625,A,Male,1,56-64,5,Like Very Much (8),8,8,5,5,2,2,2,5,7,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,,
100626,A,Female,2,35-44,3,Like Extremely (9),9,3,8,8,5,3,3,3,2,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100627,A,Female,2,45-55,4,Like Very Much (8),8,8,3,8,5,2,5,3,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100628,A,Female,2,18-34,2,Like Moderately (7),7,3,7,8,5,5,7,5,3,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Slightly too strong (4),4,Like Slightly (6),6,Like Slightly (6),6,Probably would not purchase (2),2
100629,A,Male,1,45-55,4,Like Slightly (6),6,5,8,5,4,3,4,3,7,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too much (4),4,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Probably would purchase (4),4
100630,A,Female,2,18-34,2,Neither Like nor Dislike (5),5,8,5,5,5,2,2,8,4,Definitely would not purchase (1),1,Like Moderately (7),7,Somewhat too much (4),4,Dislike Slightly (4),4,Dislike Slightly (4),4,Slightly too strong (4),4,Like Slightly (6),6,Dislike Slightly (4),4,Definitely would not purchase (1),1
100631,A,Female,2,45-55,4,Like Slightly (6),6,5,7,7,5,1,3,3,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100632,A,Female,2,18-34,2,Like Slightly (6),6,8,8,8,7,3,2,5,4,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100633,A,Male,1,18-34,2,Neither Like nor Dislike (5),5,5,7,8,8,4,8,2,4,Probably would purchase (4),4,Like Slightly (6),6,Somewhat too little (2),2,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Moderately (7),7,Like Very Much (8),8,Probably would purchase (4),4
100634,A,Female,2,18-34,2,Like Very Much (8),8,6,7,7,4,2,5,6,6,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Definitely would purchase (5),5
100635,A,Female,2,35-44,3,Like Very Much (8),8,8,7,8,4,2,3,4,6,Definitely would purchase (5),5,Like Moderately (7),7,Much too much (5),5,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Very Much (8),8,Probably would purchase (4),4
100636,A,Female,2,35-44,3,Like Slightly (6),6,7,5,5,7,3,6,4,3,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too little (2),2,,,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Like Moderately (7),7,Might or might not purchase (3),3
100637,A,Female,2,35-44,3,Like Very Much (8),8,8,8,4,4,3,3,4,4,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too little (2),2,,,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Extremely (9),9,Probably would purchase (4),4
100638,A,Female,2,18-34,2,Like Very Much (8),8,8,8,8,4,5,2,3,6,Definitely would purchase (5),5,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Dislike Slightly (4),4,Might or might not purchase (3),3
100639,A,Female,2,18-34,2,Like Very Much (8),8,8,8,5,3,3,5,3,5,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100640,A,Female,2,18-34,2,Like Very Much (8),8,8,8,8,3,2,4,4,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100641,A,Female,2,45-55,4,Like Very Much (8),8,8,3,8,6,3,2,3,3,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Definitely would purchase (5),5
100642,A,Female,2,18-34,2,Like Extremely (9),9,7,3,5,3,3,6,5,3,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too much (4),4,Like Slightly (6),6,Dislike Slightly (4),4,Much too strong (5),5,Like Very Much (8),8,Like Moderately (7),7,Probably would not purchase (2),2
100643,A,Female,2,18-34,2,Like Very Much (8),8,5,3,8,8,3,3,5,8,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100644,A,Female,2,35-44,3,Like Moderately (7),7,4,7,7,4,3,3,5,4,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100645,A,Male,1,18-34,2,Like Moderately (7),7,8,7,6,8,3,5,5,3,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Probably would purchase (4),4
100646,A,Female,2,45-55,4,Like Very Much (8),8,8,6,8,3,1,6,3,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Definitely would purchase (5),5
100647,A,Female,2,35-44,3,Like Very Much (8),8,5,5,8,3,2,3,5,8,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100648,A,Female,2,45-55,4,Like Very Much (8),8,8,8,5,5,3,3,3,4,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,,
100649,A,Female,2,18-34,2,Like Very Much (8),8,8,6,8,4,3,2,2,8,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Definitely would purchase (5),5
100650,A,Female,2,35-44,3,Like Extremely (9),9,6,4,6,3,3,3,5,6,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100651,A,Female,2,35-44,3,Like Very Much (8),8,5,8,8,7,4,4,1,3,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100652,A,Female,2,45-55,4,Like Extremely (9),9,5,5,6,5,3,1,3,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Slightly (6),6,Slightly too strong (4),4,Like Extremely (9),9,Like Slightly (6),6,Might or might not purchase (3),3
100653,A,Female,2,35-44,3,Like Slightly (6),6,8,5,6,5,7,5,7,1,Might or might not purchase (3),3,Like Very Much (8),8,Somewhat too much (4),4,Dislike Very Much (2),2,Dislike Very Much (2),2,Slightly too strong (4),4,Dislike Moderately (3),3,Dislike Very Much (2),2,Definitely would not purchase (1),1
100654,A,Female,2,45-55,4,Like Extremely (9),9,6,5,3,3,4,3,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Much too strong (5),5,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100655,A,Female,2,18-34,2,Like Moderately (7),7,7,4,5,5,4,3,8,2,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too much (4),4,Like Slightly (6),6,Dislike Slightly (4),4,Slightly too strong (4),4,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100656,A,Female,2,45-55,4,Like Very Much (8),8,8,7,3,3,4,3,6,4,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100657,A,Female,2,18-34,2,Like Moderately (7),7,7,3,5,5,3,7,4,5,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Probably would purchase (4),4
100658,A,Female,2,18-34,2,Like Extremely (9),9,5,5,5,2,5,4,3,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100659,A,Female,2,18-34,2,Dislike Slightly (4),4,8,5,7,3,5,5,2,2,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100660,A,Female,2,35-44,3,Like Very Much (8),8,7,8,5,6,3,6,7,3,Might or might not purchase (3),3,Like Very Much (8),8,Somewhat too much (4),4,Like Moderately (7),7,Like Moderately (7),7,Slightly too strong (4),4,Like Very Much (8),8,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100661,A,Female,2,56-64,5,Like Very Much (8),8,8,3,8,4,3,3,5,4,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Moderately (7),7,Like Slightly (6),6,Might or might not purchase (3),3
100662,A,Female,2,45-55,4,Like Moderately (7),7,8,8,5,2,3,3,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100663,A,Female,2,35-44,3,Like Very Much (8),8,6,4,7,2,3,4,6,6,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100664,A,Female,2,35-44,3,Like Very Much (8),8,7,8,5,2,3,2,2,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Probably would purchase (4),4
100665,A,Female,2,18-34,2,Like Extremely (9),9,5,8,3,2,4,5,6,4,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100666,A,Female,2,18-34,2,Like Extremely (9),9,5,5,5,3,2,6,8,7,Definitely would purchase (5),5,Like Extremely (9),9,Much too much (5),5,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100667,A,Female,2,18-34,2,Like Very Much (8),8,7,5,6,3,2,5,6,8,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too much (4),4,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
